id,name,rating,hours,year,desc_preview
9MW4RJDRSF78,UnknownID_9MW4RJDRSF78,20.0,,,Опис недоступний / No description.
9MWDJRQ1BXTC,UnknownID_9MWDJRQ1BXTC,74.0,,,Опис недоступний / No description.
9NN6QW1NPCKN,UnknownID_9NN6QW1NPCKN,46.0,,,Опис недоступний / No description.
9PJLNG7448C6,Rabbids®: Party of Legends,0.0,,,"🎮 Microsoft StoreEmbark on a legendary journey with the Rabbids in this hilarious party game! Join them on an incredible quest, filled with hilarious moments! Gather with friends and family and enjoy "
9MWV1MV9LWF4,UnknownID_9MWV1MV9LWF4,76.0,,,Опис недоступний / No description.
BTKN78H28RPV,Iron Brigade,80.0,,,🎮 Microsoft Store(Online Interactions Not Rated by the ESRB) Protect humanity from the evil Monovision menace in this Tower Defense Shooter from Tim Schafer’s Double Fine Productions. Join The Mobile 
9N6F97F9WGL0,UnknownID_9N6F97F9WGL0,84.0,,,Опис недоступний / No description.
9N66JJQFX3RX,UnknownID_9N66JJQFX3RX,100.0,,,Опис недоступний / No description.
9MVSRJWZBG9G,UnknownID_9MVSRJWZBG9G,100.0,,,Опис недоступний / No description.
BQSCNS1T8PHQ,UnknownID_BQSCNS1T8PHQ,88.0,,,Опис недоступний / No description.
9NG07QJNK38J,UnknownID_9NG07QJNK38J,72.0,,,Опис недоступний / No description.
9PN0MPNNP92J,UnknownID_9PN0MPNNP92J,0.0,,,Опис недоступний / No description.
9PBF1FL7K192,UnknownID_9PBF1FL7K192,100.0,,,Опис недоступний / No description.
C0X15TR4NP0B,Valiant Hearts: The Great War,88.0,,,🎮 Microsoft StoreValiant Hearts - The Great War is the story of 4 crossed destinies and a broken love in a world torn apart.
9P76M1N37K6K,UnknownID_9P76M1N37K6K,0.0,,,Опис недоступний / No description.
9NRL00D96M3R,UnknownID_9NRL00D96M3R,94.0,,,Опис недоступний / No description.
9NF0D13RPX5L,UnknownID_9NF0D13RPX5L,60.0,,,Опис недоступний / No description.
9NPKGVXPFRSX,UnknownID_9NPKGVXPFRSX,100.0,,,Опис недоступний / No description.
9MWR1NC6VQ6L,Stardew Valley,94.0,,,"🎮 Microsoft StoreYou’ve inherited your grandfather’s old farm plot in Stardew Valley. Armed with hand-me-down tools and a few coins, you set out to begin your new life. Can you learn to live off the l"
BR27BSZ2M3SR,RAGE,96.0,,,"🎮 Microsoft StoreAfter an asteroid impacts Earth, humanity attempts to rebuild. Sheltered in cryogenic lifeboats, survivors emerge years after impact to a devastated planet where some of mankind survi"
9NRCM30L6GRQ,UnknownID_9NRCM30L6GRQ,32.0,,,Опис недоступний / No description.
9PHT4W7WBBDQ,UnknownID_9PHT4W7WBBDQ,70.0,,,Опис недоступний / No description.
9PK087LNGJC5,UnknownID_9PK087LNGJC5,90.0,,,Опис недоступний / No description.
C27XPR5XDMFT,Crash Bandicoot™ N. Sane Trilogy,60.0,,,"🎮 Microsoft StoreYour favorite marsupial, Crash Bandicoot™, is back! He’s enhanced, entranced and ready-to-dance with the N. Sane Trilogy game collection. Now you can experience Crash Bandicoot like n"
9N8Z1ZL33LM9,UnknownID_9N8Z1ZL33LM9,54.0,,,Опис недоступний / No description.
9N9PDJ7Z8S2R,UnknownID_9N9PDJ7Z8S2R,66.0,,,Опис недоступний / No description.
9PGC82V0DXFS,UnknownID_9PGC82V0DXFS,88.0,,,Опис недоступний / No description.
9P7L9H478GGV,UnknownID_9P7L9H478GGV,100.0,,,Опис недоступний / No description.
BQ9S8ZKCT3Q7,Assassin's Creed® The Ezio Collection,90.0,,,"🎮 Microsoft StoreMake history as the legendary Master Assassin, Ezio Auditore da Firenze, in this compelling collection including Assassin’s Creed 2, Assassin’s Creed Brotherhood and Assassin’s Creed "
9P8RMKXRML7D,UnknownID_9P8RMKXRML7D,72.0,,,Опис недоступний / No description.
9MWD2Z8L1FBQ,UnknownID_9MWD2Z8L1FBQ,100.0,,,Опис недоступний / No description.
BVQ3V30ZXVT5,UnknownID_BVQ3V30ZXVT5,76.0,,,Опис недоступний / No description.
9PMB5879J2FW,Assassin's Creed® Odyssey,0.0,,,🎮 Microsoft StoreWrite your own epic odyssey and become a legendary Spartan hero. Forge your destiny in a world on the brink of tearing itself apart. Influence how history unfolds in an ever-changing 
9N51RG58SFS8,Scott Pilgrim vs. The World™: The Game – Complete Edition,0.0,,,"🎮 Microsoft StoreRediscover the beloved 2D arcade-style beat 'em up inspired by the iconic comic book series and movie Scott Pilgrim vs. The World!

Play as your favorite characters – Scott Pilgrim, R"
9NM7J25GMDHP,UnknownID_9NM7J25GMDHP,0.0,,,Опис недоступний / No description.
9NMB4T25W817,UnknownID_9NMB4T25W817,88.0,,,Опис недоступний / No description.
9NMHP9SMZHGZ,UnknownID_9NMHP9SMZHGZ,0.0,,,Опис недоступний / No description.
9P47S7NJGWZL,UnknownID_9P47S7NJGWZL,88.0,,,Опис недоступний / No description.
C0GWTPD0S8S1,STAR WARS™ Battlefront™ II,86.0,,,"🎮 Microsoft StoreEmbark on an endless STAR WARS™ action experience from the bestselling STAR WARS HD videogame franchise of all time.

Rush through waves of enemies on Starkiller Base with the power o"
9MX7DMHK13SC,UnknownID_9MX7DMHK13SC,76.0,,,Опис недоступний / No description.
9P33VJGVPHVP,UnknownID_9P33VJGVPHVP,50.0,,,Опис недоступний / No description.
9NJ2FD5HJ7SB,UnknownID_9NJ2FD5HJ7SB,76.0,,,Опис недоступний / No description.
9N5K7HWXL4Q6,UnknownID_9N5K7HWXL4Q6,64.0,,,Опис недоступний / No description.
9NVJ4L71DF5Q,Far Cry® 3 Blood Dragon Classic Edition,20.0,,,"🎮 Microsoft StoreFar Cry® 3 Blood Dragon Classic Edition is included for free in Far Cry® 6 Season Pass.

Welcome to an 80s vision of the future taking place on a bizarre open world island crawling wi"
9PKWJSJ4NWC7,UnknownID_9PKWJSJ4NWC7,88.0,,,Опис недоступний / No description.
9N9RSV4F7ZR0,UnknownID_9N9RSV4F7ZR0,90.0,,,Опис недоступний / No description.
9NWB9PL1L2PQ,UnknownID_9NWB9PL1L2PQ,0.0,,,Опис недоступний / No description.
BS1NPTPJGD4G,Viva Piñata: TIP,100.0,,,"🎮 Microsoft StoreThe Games on Demand version supports English, French, Italian, German, Spanish, Japanese, Korean, Chinese.Welcome back to Piñata Island where Prof. Pester's latest scheme has lead to "
9P5S26314HWQ,UnknownID_9P5S26314HWQ,100.0,,,Опис недоступний / No description.
BPRPQSKXTD1L,Halo Wars: Definitive Edition,80.0,,,"🎮 Microsoft StoreSupports Xbox Play Anywhere: yours to play on both Xbox One and Windows 10 PC at no additional cost.

Halo Wars: Definitive Edition is an enhanced version of the real-time strategy cl"
C42KCJCLX6MX,Halo Wars 2: Standard Edition,100.0,,,"🎮 Microsoft StoreIt’s the Halo experience you’ve dreamed of – controlling entire armies of Marines, Warthogs, Scorpion tanks, and Spartans on the battlefield from the Commander’s point of view. Halo W"
9PG0ZSTFBL1T,UnknownID_9PG0ZSTFBL1T,0.0,,,Опис недоступний / No description.
9NBLGGH43KZB,UnknownID_9NBLGGH43KZB,80.0,,,Опис недоступний / No description.
9PM709J61828,UnknownID_9PM709J61828,84.0,,,Опис недоступний / No description.
BXF9VWKCD6QW,UnknownID_BXF9VWKCD6QW,58.0,,,Опис недоступний / No description.
BX1DTCBD1HXJ,War Thunder,80.0,,,"🎮 Microsoft StoreWar Thunder is the most comprehensive free-to-play MMO military game dedicated to aviation, armoured vehicles, and naval craft from World War II and the Cold War. Join now and take pa"
9MVF0PGV94F7,UnknownID_9MVF0PGV94F7,100.0,,,Опис недоступний / No description.
BX27S00SKW1V,Banjo-Tooie,0.0,,,🎮 Microsoft StoreThe bear and bird’s second outing available in full. Loads of rollicking fun to be had here and with the legendary Stop N Swap feature reinstated. The best use of a backpack in a game
9P686C1GJ91L,UnknownID_9P686C1GJ91L,100.0,,,Опис недоступний / No description.
9NMF3KXT4P4G,UnknownID_9NMF3KXT4P4G,82.0,,,Опис недоступний / No description.
9NBR2VXT87SJ,UnknownID_9NBR2VXT87SJ,90.0,,,Опис недоступний / No description.
9NLD3ZRWF8DT,UnknownID_9NLD3ZRWF8DT,100.0,,,Опис недоступний / No description.
BWL72GR7Z7GK,Stellaris: Console Edition,86.0,,,🎮 Microsoft StoreThe universe is getting bigger every day! Paradox Development Studio is bringing the grand strategy genre to consoles for the first time ever with Stellaris: Console Edition. Featurin
9N1HF804QXN4,UnknownID_9N1HF804QXN4,96.0,,,Опис недоступний / No description.
9MWHMJ0SRBXV,UnknownID_9MWHMJ0SRBXV,94.0,,,Опис недоступний / No description.
9N4J937WLFPZ,UnknownID_9N4J937WLFPZ,66.0,,,Опис недоступний / No description.
9P9XGNFNF11R,UnknownID_9P9XGNFNF11R,100.0,,,Опис недоступний / No description.
9NQR437K7PQH,UnknownID_9NQR437K7PQH,68.0,,,Опис недоступний / No description.
9PHFTS44F99K,Wolfenstein: Youngblood,0.0,,,"🎮 Microsoft StoreWolfenstein: Youngblood is the first modern co-op Wolfenstein adventure.

Nineteen years after the events of Wolfenstein II, BJ Blazkowicz has disappeared after a mission into Nazi-oc"
9P1WJCK9B8S6,UnknownID_9P1WJCK9B8S6,0.0,,,Опис недоступний / No description.
C042M8GWKS34,Stacking,100.0,,,"🎮 Microsoft StoreFrom Tim Schafer’s Double Fine Productions, explore a vintage world inhabited by living Russian stacking dolls as you jump into more than 100 unique dolls and use their special abilit"
9NP1P1WFS0LB,UnknownID_9NP1P1WFS0LB,88.0,,,Опис недоступний / No description.
9PGX472J0RJP,UnknownID_9PGX472J0RJP,94.0,,,Опис недоступний / No description.
9NH8K4B707H0,UnknownID_9NH8K4B707H0,42.0,,,Опис недоступний / No description.
BQT21VXFS52F,Gears of War: Ultimate Edition,100.0,,,"🎮 Microsoft StoreThis version is only available in Xbox Game Pass. Purchase the Deluxe Version of Gears of War: Ultimate Edition for the equivalent price. See it in the “Included in” section below.

T"
9PPJP7X77NNB,UnknownID_9PPJP7X77NNB,84.0,,,Опис недоступний / No description.
9NDJX252Q5BW,UnknownID_9NDJX252Q5BW,74.0,,,Опис недоступний / No description.
9P5Z4530318L,UnknownID_9P5Z4530318L,74.0,,,Опис недоступний / No description.
C1H74N0TR8KT,Little Nightmares II Enhanced Edition,92.0,,,"🎮 Microsoft StoreDive into an unsettling adventure that you'll never forget, now enhanced in mesmerizing 4K at uncapped FPS.

On Xbox Series X|S, the Enhanced version visual upgrade includes Ray-trace"
9NG0PK8SQVK2,UnknownID_9NG0PK8SQVK2,100.0,,,Опис недоступний / No description.
BV05F8VT7JJ4,The Crew® 2,82.0,,,🎮 Microsoft StoreJOIN A COMMUNITY OF 30 MILLION PLAYERS! Get ready for a high-speed trip across the USA and enjoy one of the most complete open world action driving experiences ever created. With acce
C0N22P73QZ60,Dead by Daylight,62.0,,,"🎮 Microsoft StoreTrapped forever in a realm of eldritch evil where even death is not an escape, four determined Survivors face a bloodthirsty Killer in a vicious game of nerve and wits. Pick a side an"
C0SFCF4PBRSZ,Max: The Curse of Brotherhood,0.0,,,🎮 Microsoft StoreMax: The Curse of Brotherhood is a classic action-adventure. At its core it is a platformer filled with puzzles. Max must start on a quest to save his brother who is kidnapped to a ho
BPKVH4C4XV4N,Injustice™ 2,74.0,,,"🎮 Microsoft StorePower up and build the ultimate version of your favorite DC legends in INJUSTICE 2. 
•EVERY BATTLE DEFINES YOU: With every match you'll earn gear to equip, customize and evolve your r"
9NBLGGH515BD,UnknownID_9NBLGGH515BD,80.0,,,Опис недоступний / No description.
9N16SLB6FB96,UnknownID_9N16SLB6FB96,0.0,,,Опис недоступний / No description.
C2N9CS4FS1QR,Tom Clancy’s Ghost Recon® Wildlands - Standard Edition,92.0,,,"🎮 Microsoft StoreTry Ghost Recon Wildlands for free! Play online with your friends and explore the country for 5 hours by downloading the trial!

HDR enhanced for richer, more luminous colors.*

Creat"
9PMTJMML92S4,UnknownID_9PMTJMML92S4,0.0,,,Опис недоступний / No description.
9NC7NRD0CM11,UnknownID_9NC7NRD0CM11,86.0,,,Опис недоступний / No description.
C20WW4W29FQ1,UnknownID_C20WW4W29FQ1,80.0,,,Опис недоступний / No description.
9P2S2QVRB97N,UnknownID_9P2S2QVRB97N,0.0,,,Опис недоступний / No description.
9N6Z8DQXSQWH,UnknownID_9N6Z8DQXSQWH,60.0,,,Опис недоступний / No description.
9PG28RXDG9GQ,UnknownID_9PG28RXDG9GQ,70.0,,,Опис недоступний / No description.
C2KDNLT2H7DM,Gears 5,94.0,,,"🎮 Microsoft StoreFrom one of gaming’s most acclaimed sagas, Gears 5’s celebrated campaign and refreshed multiplayer are optimized with new features for the Xbox Series X|S update. 

Campaign: With all"
C29HQ887KH4B,Fallout 3,100.0,,,"🎮 Microsoft StoreThis game supports English. Download the manual for this game by locating the game on http://marketplace.xbox.com and selecting “See Game Manual"". Vault-Tec engineers have worked arou"
9PP7XSG5LDH1,UnknownID_9PP7XSG5LDH1,66.0,,,Опис недоступний / No description.
9NCJWHHMVHR0,UnknownID_9NCJWHHMVHR0,92.0,,,Опис недоступний / No description.
9N2HB4MWG7HM,UnknownID_9N2HB4MWG7HM,100.0,,,Опис недоступний / No description.
BRQH27C9RGXS,Assassin's Creed Unity,88.0,,,"🎮 Microsoft StoreA RUTHLESS NEW HERO FOR A BRUTAL NEW WORLD
Play as Arno, an entirely new breed of Assassin more lethal than his ancestors. Take down your prey with a range of new weapons such as the "
BW6B077FCH11,The Walking Dead: The Complete First Season,100.0,,,"🎮 Microsoft StoreA five-part game series set in the same universe as Robert Kirkman’s award-winning series. Play as Lee Everett, a convicted criminal, who has been given a second chance at life in a w"
9MW581HCJPM6,UnknownID_9MW581HCJPM6,74.0,,,Опис недоступний / No description.
9NXR6469DM2P,UnknownID_9NXR6469DM2P,76.0,,,Опис недоступний / No description.
9NTFPTBXDDT3,UnknownID_9NTFPTBXDDT3,74.0,,,Опис недоступний / No description.
9PHK9D8CLQCG,UnknownID_9PHK9D8CLQCG,100.0,,,Опис недоступний / No description.
9N732VFPMWKT,UnknownID_9N732VFPMWKT,0.0,,,Опис недоступний / No description.
9NMBJQ0265ZK,UnknownID_9NMBJQ0265ZK,64.0,,,Опис недоступний / No description.
9N10HHMXFFC5,UnknownID_9N10HHMXFFC5,0.0,,,Опис недоступний / No description.
9NKHKBQJSSC3,UnknownID_9NKHKBQJSSC3,92.0,,,Опис недоступний / No description.
C299QVC2BSJF,Dishonored® Definitive Edition,98.0,,,"🎮 Microsoft StoreArkane Studios’ Dishonored®, winner of over 100 Game of the Year awards, and all of its additional content come to the next generation in Dishonored® Definitive Edition! With Dishonor"
9NN1M88HL5M6,UnknownID_9NN1M88HL5M6,0.0,,,Опис недоступний / No description.
BPJ686W6S0NH,Grand Theft Auto V (Xbox One),82.0,,,"🎮 Microsoft StoreExperience Rockstar Games' critically acclaimed open world game, Grand Theft Auto V.

When a young street hustler, a retired bank robber and a terrifying psychopath find themselves en"
9P4KMR76PLLQ,UnknownID_9P4KMR76PLLQ,90.0,,,Опис недоступний / No description.
C421ZX7RCG0W,Wolfenstein: Youngblood,60.0,,,"🎮 Microsoft StoreTry Wolfenstein: Youngblood for free. Access to all gameplay and features requires an invitation from a Buddy Pass owner.

Wolfenstein: Youngblood is the first modern co-op Wolfenstei"
9NDKXPQBBNJN,Spray Paint Simulator,70.0,,,"🎮 Microsoft StoreCOLOR YOUR WORLD

Bring color to the world in Spray Paint Simulator! Restore worn-out surfaces with a fresh coat of paint and watch them come back to life. Use your spray tool with pr"
9P88K6NQW12H,UnknownID_9P88K6NQW12H,60.0,,,Опис недоступний / No description.
9P49LKR1V2Q5,UnknownID_9P49LKR1V2Q5,30.0,,,Опис недоступний / No description.
9MZ4GBWX9GND,UnknownID_9MZ4GBWX9GND,84.0,,,Опис недоступний / No description.
C3NHWKLR94M9,Hungry Shark® World,90.0,,,🎮 Microsoft StoreExperience life as a shark and eat everything that gets in your way in this action-packed aquatic adventure. Control more than 20 sharks in full HD and take on fearsome bosses as you 
9PBRN7JS4XPC,UnknownID_9PBRN7JS4XPC,0.0,,,Опис недоступний / No description.
9NXTFRQJGZ43,UnknownID_9NXTFRQJGZ43,0.0,,,Опис недоступний / No description.
9PBC1QFBW563,UnknownID_9PBC1QFBW563,100.0,,,Опис недоступний / No description.
9PLCL2VB2SC0,UnknownID_9PLCL2VB2SC0,40.0,,,Опис недоступний / No description.
9P7TLX79S7N7,UnknownID_9P7TLX79S7N7,100.0,,,Опис недоступний / No description.
9MVQXW1RJVCN,Far Cry® 5,0.0,,,"🎮 Microsoft StoreFar Cry comes to America in the latest installment of the award-winning franchise.

Hope County, Montana, has been overrun by a fanatical doomsday cult – The Project at Eden’s Gate. U"
9NK2DT3K7DTF,UnknownID_9NK2DT3K7DTF,0.0,,,Опис недоступний / No description.
9PLMGFWCFZ9G,UnknownID_9PLMGFWCFZ9G,0.0,,,Опис недоступний / No description.
9P8XJRLCLH2P,Moonlighter,76.0,,,"🎮 Microsoft StoreEvery adventure has to pay off
During an archaeological excavation – a set of Gates were discovered. People quickly realized that these ancient passages lead to different realms and d"
C350VBGGCL6P,STEEP,74.0,,,"🎮 Microsoft StoreRide a massive open world across the Alps, where the powder is always fresh and the run never ends. 
Tame the wilderness on the American continent in the Alaska free update, a new reg"
9P71QFSC7Q34,UnknownID_9P71QFSC7Q34,80.0,,,Опис недоступний / No description.
9PFFWMFBFWP3,NHL® 24 Xbox One,20.0,,,"🎮 Microsoft StoreEA SPORTS™ NHL® 24’s all-new gameplay features bring authentic on-ice action to life. Experience the rush and fatigue of a high-pressure game with the Exhaust Engine, where sustained "
BNCZHKWRZ7BR,Peggle 2,20.0,,,"🎮 Microsoft StorePeggle 2 is a magical game full of bouncing balls, magical pegs and bricks made of pure compressed joy! Test your luck and skill by clearing pegs, bashing bricks and timing your shots"
C2XNJC9WK15X,The Walking Dead: Michonne - The Complete Season,0.0,,,"🎮 Microsoft StoreThe Walking Dead: Michonne - A Telltale Miniseries stars the iconic, blade-wielding character from Robert Kirkman's best-selling comic books. Haunted by her past, and coping with unim"
9N7GG222GTTH,UnknownID_9N7GG222GTTH,100.0,,,Опис недоступний / No description.
BZQQ7HX8PZ05,Assassin's Creed® Chronicles: China,40.0,,,"🎮 Microsoft StoreExact Shao Jun’s vengeance on the Chinese Emperor in stunning 16th century China with fresh 2.5D stealth gameplay:

• Witness an empire crumbles:
Travel across China and its legendary"
9NQV7C0G1040,UnknownID_9NQV7C0G1040,94.0,,,Опис недоступний / No description.
9NT3WC6RKBVQ,UnknownID_9NT3WC6RKBVQ,68.0,,,Опис недоступний / No description.
9NL9QN69HCL7,UnknownID_9NL9QN69HCL7,80.0,,,Опис недоступний / No description.
BVJLKDG2TX8H,Overcooked! 2,100.0,,,🎮 Microsoft StoreOvercooked returns with a brand-new helping of chaotic cooking action! Journey back to the Onion Kingdom and assemble your team of chefs in classic couch co-op or online play for up t
9NJWTJSVGVLJ,UnknownID_9NJWTJSVGVLJ,82.0,,,Опис недоступний / No description.
BS6WJ2L56B10,UnknownID_BS6WJ2L56B10,58.0,,,Опис недоступний / No description.
9PH9X0760B0T,UnknownID_9PH9X0760B0T,88.0,,,Опис недоступний / No description.
BQND4NQXFFV2,Torment: Tides of Numenera,0.0,,,"🎮 Microsoft StoreExplore Earth one billion years in the future in the science-fantasy setting of Numenera. Discover the Ninth World built on the bones of extinct, hyper-advanced civilizations and leav"
BWT5L9P3L60X,Assassin’s Creed® Rogue Remastered,80.0,,,"🎮 Microsoft StoreExperience the darkest chapter in Assassin’s Creed lore yet, remastered for next-gen platforms. Assume the role of Shay, an Assassin during the French and Indian War, and witness the "
9P2J7WHV0K4N,RAGE 2,40.0,,,"🎮 Microsoft StoreAn asteroid has annihilated 80% of the earth’s population, and humanity’s numbers are dwindling. Ruthless and bloodthirsty gangs roam the open roads and the tyrannical Authority seek "
9NJC29JG70LM,UnknownID_9NJC29JG70LM,90.0,,,Опис недоступний / No description.
9NVBKDF85W8T,UnknownID_9NVBKDF85W8T,82.0,,,Опис недоступний / No description.
BS34VNW7H61F,Pillars of Eternity: Complete Edition,60.0,,,"🎮 Microsoft StorePillars of Eternity, the ultimate role-playing experience on PC, comes to Xbox One! Created by and for role-playing fans by Obsidian Entertainment, masters of the RPG genre, Pillars s"
9PJTHRNVH62H,UnknownID_9PJTHRNVH62H,90.0,,,Опис недоступний / No description.
9NH019ZFFHTV,UnknownID_9NH019ZFFHTV,82.0,,,Опис недоступний / No description.
9NNM7PKZN3JF,UnknownID_9NNM7PKZN3JF,66.0,,,Опис недоступний / No description.
BWHFZNSL0PB5,Spyro™ Reignited Trilogy,100.0,,,"🎮 Microsoft StoreThe original roast master is back! Same sick burns, same smoldering attitude, now all scaled up in stunning HD. Spyro is bringing the heat like never before in the Spyro™ Reignited Tr"
BWT2GPVWCH2F,Kingdom Two Crowns,76.0,,,"🎮 Microsoft StoreBuild - Explore - Defend - Conquer 

A shroud of mystery envelops these uncharted medieval lands where ancient monuments, relics and mythical creatures await. Echoes of bygone eras sp"
9NLB6V0GNC9P,UnknownID_9NLB6V0GNC9P,94.0,,,Опис недоступний / No description.
C3VVNLQQ54F8,Tom Clancy's Ghost Recon® Breakpoint,64.0,,,"🎮 Microsoft StoreBecome an elite spec ops soldier known as a Ghost, tasked with a special mission to Auroa. The remote archipelago somewhere in the South Pacific has lost contact with outside world du"
9NR1RVDK9T78,UnknownID_9NR1RVDK9T78,40.0,,,Опис недоступний / No description.
9P0RGJND5SR0,Monopoly Madness,52.0,,,"🎮 Microsoft StoreMONOPOLY, in a way you’ve never seen before. With shorter rounds, race other players across the chaotic streets of Monopoly City, collect resources, buy and upgrade properties, mess w"
BQMVWCMB8P59,Prey,86.0,,,"🎮 Microsoft StoreIn Prey, you awaken aboard Talos I, a space station orbiting the moon in the year 2032. You are the key subject of an experiment meant to alter humanity forever – but things have gone"
9PD5BM2Z8C4L,UnknownID_9PD5BM2Z8C4L,80.0,,,Опис недоступний / No description.
9N5TWT260Q8H,UnknownID_9N5TWT260Q8H,0.0,,,Опис недоступний / No description.
9PDS2N82QNXG,UnknownID_9PDS2N82QNXG,84.0,,,Опис недоступний / No description.
9N3DWR830CVN,UnknownID_9N3DWR830CVN,48.0,,,Опис недоступний / No description.
9MZ1GSWX2G53,UnknownID_9MZ1GSWX2G53,0.0,,,Опис недоступний / No description.
9P1JS86M9SXH,UnknownID_9P1JS86M9SXH,20.0,,,Опис недоступний / No description.
9MW2X7FQ4ZG9,UnknownID_9MW2X7FQ4ZG9,78.0,,,Опис недоступний / No description.
9P1Z43KRNQD4,UnknownID_9P1Z43KRNQD4,100.0,,,Опис недоступний / No description.
9NKCCHCFTHV2,UnknownID_9NKCCHCFTHV2,0.0,,,Опис недоступний / No description.
9NWNLS28ZG37,UnknownID_9NWNLS28ZG37,100.0,,,Опис недоступний / No description.
9MT8PTGVHX2P,Halo: The Master Chief Collection,90.0,,,"🎮 Microsoft StoreXBOX GAME PASS MEMBERS – Download and play by selecting ""Halo: The Master Chief Collection"", “Halo 3: ODST” and “Halo: Reach” under ""In this bundle"". 

Improved, refreshed and better "
9NTM9HXNLSZX,Halo: The Master Chief Collection,74.0,,,"🎮 Microsoft StoreThe series that changed console gaming forever is on PC with six blockbuster games in one epic experience.

Campaign: Featuring Halo: Reach, Halo: Combat Evolved Anniversary, Halo 2: "
C125W9BG2K0V,UnknownID_C125W9BG2K0V,60.0,,,Опис недоступний / No description.
9PF528M6CRHQ,Call of Duty®: Black Ops 6 - Cross-Gen Bundle,42.0,,,"🎮 Microsoft StoreIncludes:

- Cross Gen Bundle of Call of Duty®: Black Ops 6
-- Includes Xbox One and Xbox Series X|S versions of the game

Forced to go rogue. Hunted from within. This is Call of Duty"
9NHDJC0NW20M,UnknownID_9NHDJC0NW20M,66.0,,,Опис недоступний / No description.
9MSVPJCHHRPR,UnknownID_9MSVPJCHHRPR,68.0,,,Опис недоступний / No description.
C2WKJJ9F5936,Fable II,82.0,,,"🎮 Microsoft StoreThis game supports English.Download Fable II, the best-selling action role-playing game, in which you take on the role of a Hero in the fully realised land of Albion. Play through an "
9PHPDGTRVGGL,UnknownID_9PHPDGTRVGGL,0.0,,,Опис недоступний / No description.
9N3DKKRHSJBT,UnknownID_9N3DKKRHSJBT,44.0,,,Опис недоступний / No description.
C0SWGV4560W1,Perfect Dark,0.0,,,"🎮 Microsoft Store(Online Interactions Not Rated by the ESRB) Buy the full version of Perfect Dark to unlock the classic package in its entirety. Experience every twist of the story, every stray bullet"
9NGH1FK0RJGL,UnknownID_9NGH1FK0RJGL,74.0,,,Опис недоступний / No description.
C2P985H1H42H,Fuzion Frenzy®,74.0,,,"🎮 Microsoft StorePlayers: 1-4, Multiplayer Versus. GAME-PLAY ALERT: This game has been fully tested to successfully play on your Xbox 360 console. However, in some cases, you may see some minor irregu"
9PDCN8Z4HKRN,UnknownID_9PDCN8Z4HKRN,60.0,,,Опис недоступний / No description.
9P1P5Q3BNM7J,UnknownID_9P1P5Q3BNM7J,20.0,,,Опис недоступний / No description.
9PC288TN7R8K,UnknownID_9PC288TN7R8K,100.0,,,Опис недоступний / No description.
9MWXF3SRD7QN,UnknownID_9MWXF3SRD7QN,88.0,,,Опис недоступний / No description.
9MXMZ39GVHPG,Brawlhalla,0.0,,,"🎮 Microsoft StoreAn epic platform fighter for up to 8 players online or locally. Try casual free-for-alls, ranked matches, or invite friends to a private room. And it's free! Play cross-platform with "
9P1VK0ZCQGND,UnknownID_9P1VK0ZCQGND,0.0,,,Опис недоступний / No description.
9PB3GGBSG27C,NHL® 25 Xbox Series X|S,48.0,,,"🎮 Microsoft StoreEA SPORTS™ NHL® 25 is powered by ICE-Q, a new gameplay intelligence system that gives you the time and space to control every inch of the ice. Next-Gen Vision Control allows you to wa"
9P3PL76N0KWZ,UnknownID_9P3PL76N0KWZ,90.0,,,Опис недоступний / No description.
9PHGK0538TXM,UnknownID_9PHGK0538TXM,66.0,,,Опис недоступний / No description.
C17GQF31D617,INSIDE,98.0,,,"🎮 Microsoft StoreDiscover Playdead's unique indie adventure game Inside, a dark, narrative-driven platformer combining intense action with challenging puzzles. It has received critical acclaim for its"
9N71WRL15FJ0,UnknownID_9N71WRL15FJ0,20.0,,,Опис недоступний / No description.
BT9FFLG51VVG,UnknownID_BT9FFLG51VVG,86.0,,,Опис недоступний / No description.
9N2PS831S84N,UnknownID_9N2PS831S84N,74.0,,,Опис недоступний / No description.
9N661LCNBH8J,Far Cry® 6,0.0,24.56,2021,"🎮 Microsoft StoreWelcome to Yara, a tropical paradise frozen in time. As the dictator of Yara, Antón Castillo is intent on restoring his nation to its former glory by any means necessary, with his son"
9NJ5WV40PD08,UnknownID_9NJ5WV40PD08,66.0,,,Опис недоступний / No description.
9N93V5M3TG4N,UnknownID_9N93V5M3TG4N,66.0,,,Опис недоступний / No description.
BXZWT67JBZJH,Warhammer: Vermintide 2,60.0,,,🎮 Microsoft StoreWarhammer: Vermintide 2 is the sequel to the critically acclaimed Warhammer: End Times - Vermintide. Fight together with your friends against the forces of Chaos and Skaven in this ep
C4LLMHFQ1BXQ,Wolfenstein® II: The New Colossus™,76.0,,,"🎮 Microsoft StoreWolfenstein® II: The New Colossus™ is the highly anticipated sequel to the critically acclaimed, Wolfenstein®: The New Order™ developed by the award-winning studio MachineGames. An ex"
9MXRG5GCRPXZ,UnknownID_9MXRG5GCRPXZ,64.0,,,Опис недоступний / No description.
C0VQBXFNZ1Q0,The Walking Dead: The Final Season - The Complete Season,100.0,,,"🎮 Microsoft StoreClementine, now a fierce and capable survivor, has reached the final chapter in her journey. After years on the road facing threats both living and dead, a secluded school might final"
9NCT87FKQ4GM,UnknownID_9NCT87FKQ4GM,100.0,,,Опис недоступний / No description.
