id,name,rating,hours,year,desc_preview
9N116V0599HB,UnknownID_9N116V0599HB,84.0,,,Опис недоступний / No description.
9NKK6CX54183,UnknownID_9NKK6CX54183,0.0,,,Опис недоступний / No description.
9NCJSXWZTP88,UnknownID_9NCJSXWZTP88,64.0,,,Опис недоступний / No description.
BQ9T0JF0D3L4,Wasteland 3,100.0,,,"🎮 Microsoft StoreIn Wasteland 3 the fate of Arizona depends on the fate of Colorado. You’re a Desert Ranger, fighting a losing battle to keep your beloved Arizona alive, when the self-proclaimed Patri"
BSJG7TTSWVJ2,Banjo-Kazooie,100.0,,,🎮 Microsoft Store(Online Interactions Not Rated by the ESRB) The bear and bird's first ever outing available in full. Loads of rollicking fun to be had here and with the legendary Stop N Swop feature 
9MTGVHF37DFK,UnknownID_9MTGVHF37DFK,82.0,,,Опис недоступний / No description.
BSHMMGRP84N4,Gears of War: Judgment,86.0,,,"🎮 Microsoft StoreThe Games on the Demand version supports English, French, Spanish, Chinese, Korean, Japanese, Polish, and Czech. Download the manual for this game by locating the game on http://marke"
BX3JNK07Z6QK,Fallout: New Vegas,96.0,,,"🎮 Microsoft StoreDownload the manual for this game by locating the game on http://marketplace.xbox.com and selecting “See Game Manual"". Experience all the sights and sounds of fabulous New Vegas, brou"
9N74SVVP5FS4,UnknownID_9N74SVVP5FS4,0.0,,,Опис недоступний / No description.
9NKX70BBCDRN,Forza Horizon 5 Standard Edition,88.0,,,"🎮 Microsoft StoreYour Ultimate Horizon Adventure awaits! Explore the vibrant and ever-evolving open world landscapes of Mexico with limitless, fun driving action in hundreds of the world’s greatest ca"
9PBWWQGXVMKC,UnknownID_9PBWWQGXVMKC,100.0,,,Опис недоступний / No description.
BPNDKQN84N6L,Quantum Break,92.0,,,"🎮 Microsoft StoreIn the aftermath of a split second of destruction that fractures time itself, two people find they have changed and gained extraordinary abilities. One of them travels through time an"
C3B1V55CDL0C,Brawlhalla,52.0,,,"🎮 Microsoft StoreAn epic platform fighter for up to 8 players online or locally. Try casual free-for-alls, ranked matches, or invite friends to a private room. And it's free! Play cross-platform with "
9P0302F6V9VT,Orcs Must Die! Deathtrap,100.0,,,"🎮 Microsoft StoreГра «Orcs Must Die! Deathtrap» — це поєднання стратегічного обходження пасток із хаотичними бійками від третьої особи. Вам буде цікаво проходити цю гру знову й знову, нарощуючи силу с"
BWMQL2RPWBHB,UnknownID_BWMQL2RPWBHB,92.0,,,Опис недоступний / No description.
9NT4X7P8B9NB,State of Decay 2: Juggernaut Edition,90.0,,,"🎮 Microsoft StoreThe dead have risen and civilization has fallen. Not even the military could stop the zombies, and now it's up to you to gather survivors, scavenge for resources and build a community"
9P8XKV2D5DZ5,UnknownID_9P8XKV2D5DZ5,82.0,,,Опис недоступний / No description.
9NW7G97J9S6X,UnknownID_9NW7G97J9S6X,0.0,,,Опис недоступний / No description.
C4VLMWJWM7BG,South Park™: The Fractured but Whole™,94.0,,,"🎮 Microsoft StoreDownload the trial now to try South Park The Fractured But Whole for free! Create your own superhero and unveil the darkest conspiracy South Park has ever faced!

From the creators of"
9PK4B09SMN5C,UnknownID_9PK4B09SMN5C,96.0,,,Опис недоступний / No description.
9NRXKRVCGRNM,UnknownID_9NRXKRVCGRNM,0.0,,,Опис недоступний / No description.
9NHMR19TS1M0,UnknownID_9NHMR19TS1M0,68.0,,,Опис недоступний / No description.
BXVQ8M4J9HNM,UnknownID_BXVQ8M4J9HNM,78.0,,,Опис недоступний / No description.
9PMBB7NGHV95,Senua’s Saga: Hellblade II,84.0,,,"🎮 Microsoft StoreПродовження титулованої гри Hellblade: Senua's Sacrifice. Сенуа повертається і бореться за виживання, зустрічаючись із легендами та жахами Острова вікінгів. Щоб врятувати тих, хто ста"
9PPN49GPNH5M,UnknownID_9PPN49GPNH5M,40.0,,,Опис недоступний / No description.
9P5H37NXML9D,UnknownID_9P5H37NXML9D,20.0,,,Опис недоступний / No description.
BZ6W9LRPC26W,Control,64.0,,,"🎮 Microsoft StoreAfter a secretive agency in New York is invaded by an otherworldly threat, you become the new Director struggling to regain Control.

From developer Remedy Entertainment, this superna"
9NC0071DJ6XC,UnknownID_9NC0071DJ6XC,0.0,,,Опис недоступний / No description.
9MZNS9NZ97PF,UnknownID_9MZNS9NZ97PF,84.0,,,Опис недоступний / No description.
9NVRJS95FLM9,UnknownID_9NVRJS95FLM9,100.0,,,Опис недоступний / No description.
C4Z7QM8FSXM2,Hellblade: Senua's Sacrifice,92.0,,,"🎮 Microsoft StoreFrom the makers of Heavenly Sword, Enslaved: Odyssey to the West, and DmC: Devil May Cry, comes a warrior’s brutal journey into myth and madness.

Set in the Viking age, a broken Celt"
BTBWBGKPKS97,The Cave,60.0,,,"🎮 Microsoft Store""The Cave is a new adventure game from Monkey Island and Maniac Mansion creator Ron Gilbert, and Double Fine Productions, the award-winning studio behind Psychonauts and Brütal Legend"
BP73LMGB1DFD,Dead Space™ 3,92.0,,,🎮 Microsoft StoreDead Space 3 brings Isaac Clarke and merciless soldier John Carver on a journey across space to discover the source of the Necromorph outbreak. Crash-landed on the frozen planet of Ta
BSXSL6WBJ0V7,Viva Piñata,0.0,,,🎮 Microsoft StoreDisclaimer: Piñatas can no longer be sent and received between users.(Online Interactions Not Rated by the ESRB) Download the manual for this game by locating the game on http://marke
C3553MB4P5TT,Lara Croft and the Temple of Osiris,96.0,,,"🎮 Microsoft StoreLara Croft and the Temple of Osiris is the sequel to the critically acclaimed Lara Croft and the Guardian of Light. This all-new adventure takes place in the Temple of Osiris, hidden "
9P6W46XMDJM5,UnknownID_9P6W46XMDJM5,82.0,,,Опис недоступний / No description.
BS9SX4Q6XJRF,Dragon Age: Origins,98.0,,,"🎮 Microsoft StoreFrom the makers of Mass Effect comes the dark fantasy epic: You are a Grey Warden, one of the last of a legendary order of guardians. With the return of mankind's ancient foe and the "
9PLNGNZVB1ZP,UnknownID_9PLNGNZVB1ZP,80.0,,,Опис недоступний / No description.
C26K4DVGR45B,Rayman Legends,98.0,,,"🎮 Microsoft StoreThe Glade of Dreams is in trouble once again! During a 100-year nap, the nightmares multiplied and spread, creating new monsters even more terrifying than before! These creatures are "
BNRH7BRC1D02,Plants vs. Zombies™ Garden Warfare 2,70.0,,,"🎮 Microsoft StoreThe battle for suburbia grows to crazy new heights in Plants vs. Zombies™ Garden Warfare 2! In this hilarious, action-packed shooter, zombie leader Dr. Zomboss has strengthened his ho"
9NCZ8W65H33V,UnknownID_9NCZ8W65H33V,0.0,,,Опис недоступний / No description.
9PMX3SK2RMG4,OddBallers™,60.0,,,"🎮 Microsoft StoreUse brutally unfair tactics to mess with your opponents in this wacky multiplayer party game! 

• Play a new type of hard-hitting dodgeball
Dodge, block, and grab whatever you can to "
9P75CBJ9WT9W,UnknownID_9P75CBJ9WT9W,92.0,,,Опис недоступний / No description.
BPV4GXTDCNSH,Wolfenstein: The Old Blood,66.0,,,"🎮 Microsoft StoreWolfenstein: The Old Blood is a standalone prequel to the critically acclaimed first-person action-adventure shooter, Wolfenstein: The New Order. The adventure, which spans eight chap"
BQVQTL3PCH05,No Man's Sky,86.0,,,"🎮 Microsoft StoreNo Man’s Sky comes complete with all 29 major updates up to and including Worlds Part I.

Inspired by the adventure and imagination that we love from classic science-fiction, No Man's"
9P76MMJG50DS,UnknownID_9P76MMJG50DS,46.0,,,Опис недоступний / No description.
9MSRG7MN6SP6,UnknownID_9MSRG7MN6SP6,80.0,,,Опис недоступний / No description.
9MW715J1P29D,UnknownID_9MW715J1P29D,78.0,,,Опис недоступний / No description.
9NGLST31DG26,UnknownID_9NGLST31DG26,78.0,,,Опис недоступний / No description.
9P9VNSQK1W3K,UnknownID_9P9VNSQK1W3K,94.0,,,Опис недоступний / No description.
9PK09BL31FK1,UnknownID_9PK09BL31FK1,60.0,,,Опис недоступний / No description.
9PB301R051CQ,UnknownID_9PB301R051CQ,100.0,,,Опис недоступний / No description.
9NPDN9R45JX4,UnknownID_9NPDN9R45JX4,86.0,,,Опис недоступний / No description.
9PD5W1TZ6GWC,UnknownID_9PD5W1TZ6GWC,70.0,,,Опис недоступний / No description.
9PF3MC3V9Q27,UnknownID_9PF3MC3V9Q27,96.0,,,Опис недоступний / No description.
BW85KQB8Q31M,Ori and the Blind Forest: Definitive Edition,58.0,,,"🎮 Microsoft StoreNEW IN THE DEFINITIVE EDITION
• Packed with new and additional content: New areas, new secrets, new abilities, more story sequences, multiple difficulty modes, full backtracking suppo"
9NSRHJ8DJT2M,UnknownID_9NSRHJ8DJT2M,0.0,,,Опис недоступний / No description.
9P74C0WC1KW8,UnknownID_9P74C0WC1KW8,84.0,,,Опис недоступний / No description.
9N6PHQ93Z451,UnknownID_9N6PHQ93Z451,0.0,,,Опис недоступний / No description.
9N72G399183F,UnknownID_9N72G399183F,86.0,,,Опис недоступний / No description.
9P30BFHZ1BKN,UnknownID_9P30BFHZ1BKN,84.0,,,Опис недоступний / No description.
9NG06CSMM97P,UnknownID_9NG06CSMM97P,60.0,,,Опис недоступний / No description.
9N3LGKGF3CC2,UnknownID_9N3LGKGF3CC2,96.0,,,Опис недоступний / No description.
9P96BJ164SL8,UnknownID_9P96BJ164SL8,0.0,,,Опис недоступний / No description.
9NZG72SH3H4W,UnknownID_9NZG72SH3H4W,68.0,,,Опис недоступний / No description.
BW3T6SNS15BH,RESIDENT EVIL 3 for Xbox,84.0,,,"🎮 Microsoft Store- This game does not support Xbox Play Anywhere. In order to play on Windows, you must purchase the Windows version separately.
- Please note that the Windows version of Resident Evil"
9N6WN0ZHZQ6W,UnknownID_9N6WN0ZHZQ6W,76.0,,,Опис недоступний / No description.
9PDKDBQGG2N2,UnknownID_9PDKDBQGG2N2,52.0,,,Опис недоступний / No description.
9NZQPT0MWTD0,Asphalt Legends,92.0,,,"🎮 Microsoft StoreSpark your competitive soul with Asphalt Legends and feel the collective heartbeat of the road! Join forces with other players to speed through intense arcade races, perform jaw-dropp"
9P7PF6ZP3958,UnknownID_9P7PF6ZP3958,78.0,,,Опис недоступний / No description.
BNQQ3WVBNZCQ,UnknownID_BNQQ3WVBNZCQ,94.0,,,Опис недоступний / No description.
9NRHQLZX3900,UnknownID_9NRHQLZX3900,54.0,,,Опис недоступний / No description.
9PJ8CKFDWWLF,UnknownID_9PJ8CKFDWWLF,0.0,,,Опис недоступний / No description.
9P5QJK6XFF7Q,UnknownID_9P5QJK6XFF7Q,0.0,,,Опис недоступний / No description.
9N0H62KZ3BXV,UnknownID_9N0H62KZ3BXV,0.0,,,Опис недоступний / No description.
9NP4BGBLLLXM,UnknownID_9NP4BGBLLLXM,94.0,,,Опис недоступний / No description.
BQQKG9H2STC0,UnknownID_BQQKG9H2STC0,94.0,,,Опис недоступний / No description.
9PL427M642BV,UnknownID_9PL427M642BV,0.0,,,Опис недоступний / No description.
9PDDP6ML6XHF,UnknownID_9PDDP6ML6XHF,76.0,,,Опис недоступний / No description.
C4DMGRPNSHXG,WATCH_DOGS™,80.0,,,"🎮 Microsoft StorePlay as Aiden Pearce, a brilliant hacker, whose criminal past led to a violent family tragedy. Now on the hunt for those who hurt your family, monitor and hack all who surround you by"
9WZDNCRFHWFH,Halo: Spartan Assault,0.0,4.14,,🎮 Microsoft StoreHalo: Spartan Assault brings the excitement of Halo combat to touch-based devices for the very first time. Battle your way through 30 action-packed missions against the Covenant as yo
9N4WHFF9HJ7H,UnknownID_9N4WHFF9HJ7H,0.0,,,Опис недоступний / No description.
9NXVC0482QS5,UnknownID_9NXVC0482QS5,100.0,,,Опис недоступний / No description.
9P7LVXNVQ6K7,UnknownID_9P7LVXNVQ6K7,70.0,,,Опис недоступний / No description.
9PCJT6TLCGGV,UnknownID_9PCJT6TLCGGV,84.0,,,Опис недоступний / No description.
BRJLJ6RPLQTJ,Dead Space (2008),100.0,,,"🎮 Microsoft StoreDownload the manual for this game by locating the game on http://marketplace.xbox.com and selecting “See Game Manual"""". When an immense mining ship, the USG Ishimura, comes into conta"
9NV8W1KJSQLL,UnknownID_9NV8W1KJSQLL,26.0,,,Опис недоступний / No description.
9NRLRJPV4HWL,UnknownID_9NRLRJPV4HWL,66.0,,,Опис недоступний / No description.
C4HZC7LJG6PX,Plants vs. Zombies: Battle for Neighborville™,68.0,,,"🎮 Microsoft StoreWelcome to Neighborville, where all is well. Except that a crazy new coniferous conflict between brain-less and botanicals is brewing! What are you gonna do – call the crops? Soil you"
9NK1FQJ1SMCB,UnknownID_9NK1FQJ1SMCB,0.0,,,Опис недоступний / No description.
9MWGGC7JH35B,UnknownID_9MWGGC7JH35B,0.0,,,Опис недоступний / No description.
9PFRTPRQ569Q,UnknownID_9PFRTPRQ569Q,74.0,,,Опис недоступний / No description.
9NMCRMS6WN78,UnknownID_9NMCRMS6WN78,0.0,,,Опис недоступний / No description.
9PJ06TZX4NMH,Zoo Tycoon: Ultimate Animal Collection,76.0,,,"🎮 Microsoft Store* Windows 10 Version 10.0.16299 or higher required for online multiplayer.
The wildly popular Zoo Tycoon series gets fully-remastered and set to crank up the excitement, challenge, an"
9N5JRWWGMS1R,UnknownID_9N5JRWWGMS1R,100.0,,,Опис недоступний / No description.
9PGZ346PSLN0,UnknownID_9PGZ346PSLN0,80.0,,,Опис недоступний / No description.
9NTB0ZG811GR,The Crew Motorfest - Xbox Series X|S,60.0,,,"🎮 Microsoft StoreThis product entitles you to download both the digital Xbox One version and the digital Xbox Series X|S version of this game.

TRY THE CREW MOTORFEST FOR FREE!
Grab your ticket to Mot"
9PHTX5QZ035T,UnknownID_9PHTX5QZ035T,60.0,,,Опис недоступний / No description.
9N9C9KTPXL3X,UnknownID_9N9C9KTPXL3X,20.0,,,Опис недоступний / No description.
9P7M1VCXKQVD,UnknownID_9P7M1VCXKQVD,76.0,,,Опис недоступний / No description.
BNSDHDK45KBR,UNO™,40.0,,,"🎮 Microsoft StoreStep into one of the most beloved card games that we all grew up with! Match cards by color, number, or symbol, play action cards to spice things up, and race against others to empty "
BPR2TBS2KMQJ,We Happy Few,60.0,,,🎮 Microsoft StoreWe Happy Few is the tale of a plucky bunch of moderately terrible people trying to escape from a lifetime of cheerful denial in the city of Wellington Wells. In this alternative 1960s
9NNFG8BQRCXL,Call of Duty®: Warzone™,68.0,,,"🎮 Microsoft StoreWelcome to Call of Duty®: Warzone™, the massive free-to-play combat arena. Experience thrilling modes & new gameplay features in Verdansk and Rebirth Island.

Haven's Hollow Debuts in"
BTQMHK78ZPF9,LIMBO,92.0,,,"🎮 Microsoft StoreUncertain of his sister's fate, a boy enters LIMBO"
9P8H220G3S4P,UnknownID_9P8H220G3S4P,44.0,,,Опис недоступний / No description.
BPQZT43FWD49,Gang Beasts,88.0,,,"🎮 Microsoft StoreGang Beasts is a silly multiplayer party game with surly gelatinous characters, brutal slapstick fight sequences, and absurd hazardous environments, set in the mean streets of Beef Ci"
9PJGM0T0827V,UnknownID_9PJGM0T0827V,60.0,,,Опис недоступний / No description.
BPPR6D5C2GLF,Trials of the Blood Dragon,0.0,,,"🎮 Microsoft Store2019 - NOW
In a world where Blood Dragons, beasts of unknown origin, roam free.
In a time where the future is not what it used to be, there's a man.
No, wait..
There's a boy.. and a g"
BT3KQ8HLLZ6K,Starlink: Battle for Atlas™,20.0,,,"🎮 Microsoft StoreIn Starlink: Battle for Atlas, lead a group of interstellar pilots as you build your own starship, explore the Atlas star system, and battle the vile Grax and his Forgotten Legion.

I"
9PG8TV30NN9H,UnknownID_9PG8TV30NN9H,96.0,,,Опис недоступний / No description.
C4GH8N6ZXG5L,Cities: Skylines - Xbox One Edition,80.0,,,"🎮 Microsoft StoreCities: Skylines – Xbox One Edition puts you in charge of a growing city – from the ground-breaking of its first streets to the ever-changing needs of thousands of citizens. Design, b"
9PLFD17M47K3,UnknownID_9PLFD17M47K3,0.0,,,Опис недоступний / No description.
9P5X4QVLC2XR,UnknownID_9P5X4QVLC2XR,78.0,,,Опис недоступний / No description.
9WZDNCRFJBFJ,Halo: Spartan Strike,0.0,,,🎮 Microsoft StoreHalo: Spartan Strike makes you a new Spartan recruit battling evil forces in this touch-based top-down shooter. Be the Spartan and deny your foes the conquest of Earth. Encounter Prom
9PP837L3Q75D,UnknownID_9PP837L3Q75D,60.0,,,Опис недоступний / No description.
9NDV7FRVD7ML,UnknownID_9NDV7FRVD7ML,0.0,,,Опис недоступний / No description.
9N77QBDKKM4C,UnknownID_9N77QBDKKM4C,20.0,,,Опис недоступний / No description.
9N1BZS0V3K0C,UnknownID_9N1BZS0V3K0C,88.0,,,Опис недоступний / No description.
9NT0NT8JQMQN,UnknownID_9NT0NT8JQMQN,0.0,,,Опис недоступний / No description.
BQ9Q620NC614,Child of Light,100.0,,,"🎮 Microsoft StoreChild of Light is an adventure inspired by fairy tales. The story takes us on the coming-of-age journey of Aurora, the daughter of a duke, who is transported to the fantastic world of"
9NP6V9LFVJ87,UnknownID_9NP6V9LFVJ87,0.0,,,Опис недоступний / No description.
9NCLP4LV5K7Z,UnknownID_9NCLP4LV5K7Z,76.0,,,Опис недоступний / No description.
9NH5HN11FG4M,UnknownID_9NH5HN11FG4M,78.0,,,Опис недоступний / No description.
BQ1W1T1FC14W,UnknownID_BQ1W1T1FC14W,80.0,,,Опис недоступний / No description.
C5HHPG1TXDNG,Psychonauts,100.0,,,🎮 Microsoft StoreThis classic action/adventure platformer from acclaimed developers Double Fine Productions follows the story of a young psychic named Razputin. In his quest to join the Psychonauts--a
9P8X98F4BDC9,UnknownID_9P8X98F4BDC9,0.0,,,Опис недоступний / No description.
9NBLGGH4PBBM,Gears of War 4,92.0,,,"🎮 Microsoft StoreSupports Xbox Play Anywhere: yours to play on both Xbox One and Windows 10 PC at no additional cost.

A new saga begins for one of the most acclaimed video game franchises in history."
C2DCJ95ZXBMS,RAGE 2,96.0,,,"🎮 Microsoft StoreAn asteroid has annihilated 80% of the earth’s population, and humanity’s numbers are dwindling. Ruthless and bloodthirsty gangs roam the open roads and the tyrannical Authority seek "
9PJBKF27C16M,UnknownID_9PJBKF27C16M,88.0,,,Опис недоступний / No description.
9P8PS6993LSL,UnknownID_9P8PS6993LSL,70.0,,,Опис недоступний / No description.
9NSDM7MBGG8L,UnknownID_9NSDM7MBGG8L,60.0,,,Опис недоступний / No description.
BPKDQSSFQ9WV,Gears of War 3,100.0,,,"🎮 Microsoft Store(Online Interactions Not Rated by the ESRB)The Games on Demand version supports English, French. Download the manual for this game by locating the game on http://marketplace.xbox.com "
9P4NV23Q6QC2,UnknownID_9P4NV23Q6QC2,90.0,,,Опис недоступний / No description.
9N0P25WJHM8C,UnknownID_9N0P25WJHM8C,86.0,,,Опис недоступний / No description.
9N14G09PWG74,UnknownID_9N14G09PWG74,60.0,,,Опис недоступний / No description.
BXVCFBJBNS17,The Elder Scrolls III: Morrowind,96.0,,,"🎮 Microsoft StoreThe Elder Scrolls III: Morrowind is an epic, open-ended single-player game where you create and play any kind of character you can imagine. Your actions define your character, and you"
C521HDXRTS7F,Wasteland 2: Director's Cut,0.0,,,"🎮 Microsoft StoreFrom the Producer of the original Fallout comes Wasteland 2, the sequel to the first-ever post-apocalyptic computer RPG.

The Wasteland's hellish landscape is waiting for you to make "
9N9DKMNL85XZ,UnknownID_9N9DKMNL85XZ,0.0,,,Опис недоступний / No description.
9NVC9KWJVLT0,UnknownID_9NVC9KWJVLT0,80.0,,,Опис недоступний / No description.
9N51FH42VQDS,NINJA GAIDEN 2 Black,78.0,,,"🎮 Microsoft StoreTake on the role of Ryu Hayabusa, a ninja who has inherited the legendary “Dragon Sword” and takes on battles across the world, in this graphic remaster of the popular high-speed ninj"
9MSVVM5NS9L6,UnknownID_9MSVVM5NS9L6,90.0,,,Опис недоступний / No description.
9N2GWLMCHJTN,UnknownID_9N2GWLMCHJTN,0.0,,,Опис недоступний / No description.
BPMJ413V6BB2,Assassin's Creed® III Remastered,76.0,,,"🎮 Microsoft StoreAssassin's Creed® III Remastered is included for free in Assassin's Creed® Odyssey Season Pass.

Relive the American Revolution or experience it for the first time in Assassin's Creed"
9NNRCR6MBNDR,UnknownID_9NNRCR6MBNDR,50.0,,,Опис недоступний / No description.
9P7T44TTDL7M,RESIDENT EVIL 3 for Windows,80.0,,,"🎮 Microsoft Store- This game does not support Xbox Play Anywhere. In order to play on Xbox, you must purchase the Xbox version separately.
- Please note that the Windows version of Resident Evil 3 doe"
9NS84HCWZD8B,UnknownID_9NS84HCWZD8B,100.0,,,Опис недоступний / No description.
9P4D0K92BM7V,UnknownID_9P4D0K92BM7V,82.0,,,Опис недоступний / No description.
9PDWSL3BZ6WS,UnknownID_9PDWSL3BZ6WS,0.0,,,Опис недоступний / No description.
9N3B9B7CSX3C,UnknownID_9N3B9B7CSX3C,0.0,,,Опис недоступний / No description.
BR74RLMH966K,Costume Quest,40.0,,,"🎮 Microsoft StoreRediscover Halloween in this imaginative RPG from Tim Schafer's Double Fine Productions. Explore the monster-filled neighborhood of Auburn Pines, Autumn Haven Mall and Fall Valley Car"
9N2SB04LKPFP,UnknownID_9N2SB04LKPFP,0.0,,,Опис недоступний / No description.
9NMS4SFNBGBH,Dead by Daylight Windows,94.0,,,"🎮 Microsoft StoreDeath Is Not an Escape.

Trapped forever in a realm of eldritch evil where even death is not an escape, four determined Survivors face a bloodthirsty Killer in a vicious game of nerve"
9MZN3SMXN824,UnknownID_9MZN3SMXN824,100.0,,,Опис недоступний / No description.
BPL68T0XK96W,Battlefield™ 1 Revolution,0.0,,,"🎮 Microsoft StoreConquer the Entire Great War.

Games Critics Awards Best of E3 2016: Best Action Game
gamescom Best Action Game award winner 2016

Join the strong Battlefield community and jump into "
9NBLGGH3SHM5,UnknownID_9NBLGGH3SHM5,76.0,,,Опис недоступний / No description.
BSMZH25V6V46,UnknownID_BSMZH25V6V46,68.0,,,Опис недоступний / No description.
9MZ8B96NDG1T,UnknownID_9MZ8B96NDG1T,30.0,,,Опис недоступний / No description.
BR03N9C6Z9G6,ZOMBI,30.0,,,"🎮 Microsoft StoreLondon is falling. Are you prepared? The Last Blight is upon us. It was foretold. For the second time in history, a great plague has shrouded London in a fog of death. Big Ben tolls a"
9PLWSGHFQ4PS,UnknownID_9PLWSGHFQ4PS,0.0,,,Опис недоступний / No description.
BVR64CDJ01FJ,Banjo Kazooie: N n B,20.0,,,"🎮 Microsoft StoreThe Games on Demand version supports English, French, Italian, German, Spanish, Czech, Norwegian, Polish, Russian, Swedish, Japanese, Korean and Chinese. Download the manual for this "
BV0NM309K1TL,Goat Simulator,84.0,,,"🎮 Microsoft StoreGoat Simulator is the latest in goat simulation technology, bringing next-gen goat simulation to YOU. You no longer have to fantasize about being a goat, your dreams have finally come"
9N8N7NZSVTG3,UnknownID_9N8N7NZSVTG3,0.0,,,Опис недоступний / No description.
BR46KM4D5B9L,Fable III,88.0,,,"🎮 Microsoft StoreThe Games on Demand version supports English, Czech, Hungarian, Polish, Russian, Korean, Chinese. (Online Interactions Not Rated by the ESRB) Fable III is the next blockbuster install"
BRMKDCZT0C4L,LEGO® Star Wars™: The Skywalker Saga,74.0,,,"🎮 Microsoft StoreThe galaxy is yours in LEGO® Star Wars™: The Skywalker Saga. Experience memorable moments and nonstop action from all nine Skywalker saga films reimagined with signature LEGO humor. 
"
9NM2T0DMP4XV,UnknownID_9NM2T0DMP4XV,100.0,,,Опис недоступний / No description.
BT5P2X999VH2,Fortnite,78.0,,,"🎮 Microsoft StoreEverything you love, all in Fortnite. 

Drop into the action you love or discover something new with your squad. Be the last player standing in Battle Royale. Get nostalgic in Fortnit"
9NV01PJJLXN2,UnknownID_9NV01PJJLXN2,0.0,,,Опис недоступний / No description.
9P8SQQJ5T94B,UnknownID_9P8SQQJ5T94B,52.0,,,Опис недоступний / No description.
9NL4714VTLRS,UnknownID_9NL4714VTLRS,92.0,,,Опис недоступний / No description.
9P3QS4LX8BM9,Call of Duty®: WWII,64.0,,,"🎮 Microsoft StoreCall of Duty®: WWII - a breathtaking experience that redefines World War II.

Land in Normandy on D-Day and battle across Europe through iconic locations in history’s most monumental "
9P1H8K2V0NNP,UnknownID_9P1H8K2V0NNP,60.0,,,Опис недоступний / No description.
9N6639H7VGH4,UnknownID_9N6639H7VGH4,84.0,,,Опис недоступний / No description.
9NWQ686JB33G,UnknownID_9NWQ686JB33G,56.0,,,Опис недоступний / No description.
9NDJPHS21XXG,UnknownID_9NDJPHS21XXG,0.0,,,Опис недоступний / No description.
9MXK2RSQJQND,UnknownID_9MXK2RSQJQND,96.0,,,Опис недоступний / No description.
C3D891Z6TNQM,Stardew Valley,98.0,,,"🎮 Microsoft StoreYou’ve inherited your grandfather’s old farm plot in Stardew Valley. Armed with hand-me-down tools and a few coins, you set out to begin your new life. Can you learn to live off the l"
9PLVVTDHS1P0,UnknownID_9PLVVTDHS1P0,54.0,,,Опис недоступний / No description.
9PCKZH7M40CK,UnknownID_9PCKZH7M40CK,0.0,,,Опис недоступний / No description.
9N9FR8CSZP56,UnknownID_9N9FR8CSZP56,54.0,,,Опис недоступний / No description.
9MZG3KH0PVZC,UnknownID_9MZG3KH0PVZC,0.0,,,Опис недоступний / No description.
9N86QX607TMR,UnknownID_9N86QX607TMR,0.0,,,Опис недоступний / No description.
9PDV8FKWP3B4,UnknownID_9PDV8FKWP3B4,74.0,,,Опис недоступний / No description.
9P66TM1HLGLX,UnknownID_9P66TM1HLGLX,58.0,,,Опис недоступний / No description.
9PGD71CMDS0Z,UnknownID_9PGD71CMDS0Z,76.0,,,Опис недоступний / No description.
9NDC5LJS839S,UnknownID_9NDC5LJS839S,68.0,,,Опис недоступний / No description.
9P06W7K6Q3C6,UnknownID_9P06W7K6Q3C6,0.0,,,Опис недоступний / No description.
C1ZWH2BZ9TSF,Joy Ride Turbo,92.0,,,"🎮 Microsoft StoreFrom the Kinect Joy Ride creators comes Joy Ride Turbo, a controller-based arcade racer delivering precision handling and crazy stunts with more thrills, speed, & mayhem! In the new S"
9NXMBTB02ZSF,UnknownID_9NXMBTB02ZSF,78.0,,,Опис недоступний / No description.
9PB0GLGXQZ83,UnknownID_9PB0GLGXQZ83,0.0,,,Опис недоступний / No description.
9WZDNCRFHWD2,Microsoft Solitaire Collection,96.0,,,🎮 Microsoft StoreСвяткуймо 30 років РОЗВАГ. Долучайтеся до мільйонів геймерів по всьому світу в одній із найпопулярніших ігор УСІХ ЧАСІВ! Відкрийте для себе КРАЩІ пасьянси Solitaire в одній програмі: 
9PF5Q1B0FHSL,UnknownID_9PF5Q1B0FHSL,82.0,,,Опис недоступний / No description.
9NC4X3LP87TN,UnknownID_9NC4X3LP87TN,50.0,,,Опис недоступний / No description.
9N7GCF5SGCXC,UnknownID_9N7GCF5SGCXC,80.0,,,Опис недоступний / No description.
9PGB72NFG5JN,Overcooked! 2,20.0,,,"🎮 Microsoft StorePlease note that friend invites are not currently supported for online play. This is being investigated and we hope to update the game in due course. Online matchmaking is available.
"
9NSFGM8J6MBJ,UnknownID_9NSFGM8J6MBJ,86.0,,,Опис недоступний / No description.
9NQ26CN8MZ1R,UnknownID_9NQ26CN8MZ1R,0.0,,,Опис недоступний / No description.
9NC781DK18GN,UnknownID_9NC781DK18GN,66.0,,,Опис недоступний / No description.
9PNG83MDD6SH,UnknownID_9PNG83MDD6SH,0.0,,,Опис недоступний / No description.
9PKP39CL0C8D,UnknownID_9PKP39CL0C8D,98.0,,,Опис недоступний / No description.
9PNRSC0J6DT8,UnknownID_9PNRSC0J6DT8,88.0,,,Опис недоступний / No description.
9NWDKGFHMZK3,UnknownID_9NWDKGFHMZK3,0.0,,,Опис недоступний / No description.
9NNHK7K8RV9C,UnknownID_9NNHK7K8RV9C,96.0,,,Опис недоступний / No description.
